date,chgprc
1/1/2014,1.622222977
1/1/2015,0.118627136
1/1/2016,1.261583206
1/1/2017,2.130110004
1/1/2018,2.442583297
1/1/2019,1.812210075
1/1/2020,1.233584396
1/1/2021,4.697858864
1/1/2022,8.002799821
1/1/2023,4.116338384
1/1/2024,3.012415235
