,U.S. National,20-City Composite,CA-San Francisco,CA-Los Angeles,WA-Seattle,CA-San Diego,NY-New York,IL-Chicago,TX-Dallas,MA-Boston,CO-Denver,AZ-Phoenix,FL-Miami,GA-Atlanta,10-City Composite,DC-Washington,NV-Las Vegas,FL-Tampa,OR-Portland,NC-Charlotte,MI-Detroit,MN-Minneapolis,OH-Cleveland
01-05-2015,170.875,178.2862052,210.2857458,234.2030012,177.6502555,210.4465898,178.2178254,130.153862,149.3226824,178.3842472,166.7713811,151.6233147,199.3397196,122.4232268,193.2051035,209.3016571,141.9482889,168.911338,178.4911353,132.5871311,101.3295495,144.3544592,107.655767
01-06-2015,171.476,178.8434297,210.7450798,235.0454743,178.4504839,210.2425865,178.6509058,129.7648438,150.002038,179.6926343,168.0116707,152.3360523,199.7330291,122.8927116,193.7108136,209.7532328,142.3916068,168.9409495,179.9657356,132.8426574,101.5690601,144.4681719,107.8472828
01-07-2015,172.146,179.39053,211.881763,235.6428668,179.2383208,212.2031211,178.8563817,129.4833115,151.6241818,180.9676959,168.8698745,152.9821623,199.9855766,123.5446651,194.2185896,209.8589686,143.2197617,169.898364,181.6497219,133.1348568,101.4381625,144.5509937,108.207766
01-08-2015,172.93,179.9973297,213.1307081,236.2336697,180.9862586,213.4183953,179.1334233,129.3663374,152.9997979,181.8258065,170.7160074,153.6346496,201.1697937,123.9175556,194.7614296,210.0879626,143.5419206,170.9919731,183.8105505,133.2703008,101.5037482,144.6004011,107.9959249
01-09-2015,173.823,180.9217485,215.6168319,237.2913291,183.1126415,215.1305224,179.3549231,129.5880629,154.2215133,182.4551611,172.2568863,154.2686515,203.1112493,124.9654594,195.6210565,210.2490188,143.8845423,172.2874981,185.938438,133.5421929,101.7760291,145.2013974,107.859419
01-10-2015,174.787,181.9223578,217.8780247,238.5939049,185.6387909,215.4591577,179.6895168,129.9971892,155.5327652,183.6489455,174.0730415,155.2052729,204.92561,125.7382867,196.5501255,210.4704151,144.2975124,173.6966352,188.2052326,134.2379264,102.0275191,145.9782161,108.1017305
01-11-2015,175.733,183.0134541,219.5635227,240.1172362,187.9720442,217.3546559,180.3151322,130.8972626,156.6604666,183.8737326,175.2850638,156.0917282,206.6297339,126.3614105,197.5629303,211.411058,144.7956819,174.8479411,190.1505883,135.498859,103.1759399,147.0244611,108.8080707
01-12-2015,176.536,183.8509049,220.5658599,241.6828085,189.7139413,220.1102824,180.4495821,131.3823466,157.7887844,184.4469968,176.1934271,157.4962195,206.5687398,126.8749916,198.2430704,211.3469658,145.982316,176.7002354,192.0261016,136.4586894,104.1625283,147.8575299,109.3942436
01-01-2016,177.261,184.6786314,221.3431499,243.4849907,191.5114069,221.4708057,180.4424754,131.7084869,158.7426745,184.5506383,177.3822394,157.7789779,207.4394679,127.6885806,199.0958265,212.0919737,146.7014531,177.9562026,194.1877383,136.7030325,104.8995886,148.4597714,109.9918359
01-02-2016,177.639,185.3377004,223.4340052,245.2559433,193.0251893,221.0444983,180.7125844,132.0332199,159.8114837,185.2222247,179.1812358,158.4772071,208.1782495,128.6824368,199.5588309,211.4557001,147.7865753,179.3269755,195.5794822,137.2836353,105.2278075,148.7546904,110.1752545
01-03-2016,178.156,186.0902929,224.9724615,245.807891,194.4181845,221.9790382,181.2578345,132.8618588,160.7828206,186.1762955,180.2990441,158.6204355,209.671914,129.330717,200.3273863,211.5089296,148.2627395,180.2357201,197.4411377,137.6261802,105.8601664,149.68289,109.9690669
01-04-2016,178.757,186.9176748,225.3051845,246.3509896,195.3560666,222.7543561,182.0265033,133.5094904,161.5187495,186.9068045,181.3277707,159.1444475,211.1865842,129.6597834,201.1546515,212.4035897,149.1470571,181.2634607,198.9508477,138.5358754,106.0938376,150.6644716,110.1171387
01-05-2016,179.419,187.4282994,224.083208,246.7486957,196.2035544,223.6685035,182.1866739,133.9965019,162.8282238,188.181131,182.4260592,159.6004106,212.2925512,130.101212,201.5556213,213.0142383,150.0153218,181.8868161,200.6259092,139.0590659,106.2926944,151.1805508,110.3805677
01-06-2016,180.088,188.0769242,224.8291696,247.5254594,197.9357992,223.9756552,182.7811349,133.8589042,163.5937043,188.1415671,183.5618529,160.1414228,213.6558326,130.2817037,202.0983901,213.2127291,150.5550097,182.481113,202.556857,139.6748353,106.6233804,151.5831777,110.7926483
01-07-2016,180.847,188.7570952,225.2721515,248.8167692,199.4584501,224.8698847,183.2871627,133.8652993,164.5442237,188.780096,185.0027969,160.9457378,214.3513113,130.5153011,202.7712042,213.2444497,150.9751745,183.1920421,204.1877204,140.1956027,107.3265445,151.8446829,110.7907533
01-08-2016,181.836,189.5533215,227.8608964,250.1643682,201.7247029,225.9332835,183.7184381,133.6032984,165.652389,189.6062066,186.1312037,161.5563297,215.636191,130.9527032,203.5367329,213.734501,150.9143986,184.2254931,205.5163647,140.9051839,107.8200096,152.426443,111.1012419
01-09-2016,182.81,190.3759149,228.2785065,251.4640948,203.832373,226.8479491,183.7956767,133.9963725,166.8542292,190.5173643,187.659942,162.386827,216.6464153,131.8728348,204.238839,214.4728149,152.0181054,185.4434023,206.388668,141.6008653,108.4881903,153.2876161,110.9313771
01-10-2016,183.738,191.2730781,230.3562534,252.1065862,205.9065284,228.3238694,183.8145727,134.0436875,168.1992273,191.9110188,188.802104,163.1240395,218.0167411,133.063235,204.9606145,215.193777,152.4534793,187.2813532,207.8890681,142.1806245,109.1300717,154.1757523,112.4080078
01-11-2016,184.748,192.4912122,231.4925316,253.2749773,207.927207,230.3129207,185.0162286,135.3650687,169.2584463,193.7696208,190.829394,164.1338609,219.1923807,133.7196861,206.1999809,215.9070212,153.4950652,188.7996264,209.5654634,143.2163914,110.0551206,155.108662,113.1239513
01-12-2016,185.71,193.7830334,233.8904839,254.6747613,210.4691932,232.0897863,185.7238985,136.8050176,170.3916765,195.7778738,192.0347592,165.0234164,220.6447241,134.4128646,207.5159244,217.066405,154.4303313,191.3180156,211.251486,143.819965,110.6186302,156.072786,114.0960535
01-01-2017,186.792,195.0313078,235.2352486,256.247064,212.9751447,233.9096121,186.9722439,137.7868916,171.6013065,197.3616359,193.5604504,165.9050858,221.2427944,134.7229708,209.0021228,218.2412908,155.9507645,192.3477988,212.655229,144.7079848,111.0112123,156.6458841,114.5039608
01-02-2017,187.31,195.8687501,236.9633157,256.9495853,215.8622876,235.1495593,187.471134,138.1227338,173.6351066,198.9630439,194.4309381,166.7303467,221.9389119,135.393435,209.5380047,218.9737797,157.0069744,192.2474166,214.1737186,145.4168992,111.6109479,157.9447593,115.2795491
01-03-2017,187.988,196.5808117,235.4651547,258.2955823,217.6165662,235.7112724,188.5766332,138.2942345,174.3216396,199.7505874,194.7559319,167.3268693,221.8199147,136.0696502,210.1535998,218.6371124,157.8246338,192.1444906,215.1238966,146.4788776,113.1584779,159.4250992,114.7256567
01-04-2017,188.719,197.2294259,235.8624905,258.7131278,219.954409,236.8057323,189.3546644,138.186924,174.9632867,198.9465148,195.5844679,168.0538165,222.3600843,136.9268666,210.6279699,218.5179385,159.0900235,193.1549094,217.1163716,146.6097341,113.8756178,159.6983047,114.6479287
01-05-2017,189.607,198.0254847,237.4481844,260.2956963,221.8640422,238.1020636,189.8293213,138.1769976,175.4398383,199.3482493,196.5346431,168.6191297,223.3717559,137.22697,211.4468803,218.9036278,160.3485164,194.727262,218.1403826,147.2588164,114.1955385,159.8021062,114.7576316
01-06-2017,190.516,198.7724401,239.0724751,261.2631637,224.2321547,239.7147053,190.0335634,138.1831699,176.1937497,199.9267617,197.431635,169.3244694,224.2528937,137.5078681,212.0710118,219.4221757,161.4537145,195.397092,218.9047464,147.9330322,114.8516163,160.3432387,114.8965558
01-07-2017,191.462,199.9612709,240.6608596,264.1976775,226.4984731,240.8036728,190.8589215,138.4247581,176.7900182,201.9500637,198.5671919,169.7974054,225.4587295,137.9318907,213.5113321,220.1442523,162.2204832,196.434925,219.613506,148.5392951,115.1761521,161.0618791,115.1363687
01-08-2017,192.646,200.9345053,242.0100441,265.4963056,228.7580278,243.7156193,192.0645702,138.6591669,177.6769125,203.0368668,199.8833354,170.7440447,226.1071393,138.4984349,214.5267198,220.49537,163.8636583,197.0115851,220.5393942,149.5773354,115.7582159,161.5265318,116.0213652
01-09-2017,193.741,202.3288724,244.8151659,267.1506592,230.6701841,245.5774578,193.4800401,139.1143397,178.9628949,204.5238348,201.2645131,172.1382569,227.3286784,139.4693949,216.0174742,221.0067514,165.7641841,198.8616456,221.6538139,150.255314,116.1407258,162.0140248,116.8831554
01-10-2017,194.788,203.4944098,248.4056012,268.5053816,232.6230666,246.8002105,194.4836712,139.2896633,180.2360528,205.1973132,202.650157,172.7951215,227.5928231,139.8780181,217.2567096,221.8177541,167.9807479,200.0034876,222.8534632,151.276637,117.116162,162.6964411,117.4693747
01-11-2017,195.941,204.7944882,252.811339,271.0686135,234.9322618,247.6362701,195.2645605,139.9364362,181.1899741,205.6991355,204.3470958,173.3395915,228.1659229,140.5800413,218.6841549,222.9911075,169.828005,202.024602,224.1775947,151.353856,117.7493008,163.6994834,117.5459467
01-12-2017,197.161,205.9667097,255.8011812,273.4892801,237.6847201,249.5926357,195.7734013,140.1788159,182.2133351,206.5108623,206.5373534,174.3548522,228.5533895,141.5271166,219.8483372,223.1161882,171.6787347,203.235804,225.6075803,152.254074,118.4485322,164.5496412,117.7907301
01-01-2018,198.301,207.3816669,259.1918335,275.2338417,240.2578932,251.4718531,196.506648,140.9634203,183.4976438,207.9452132,208.355306,175.6293682,230.1093748,143.206667,221.3223173,223.2019634,173.0954017,205.1238742,227.5121976,153.3421512,119.3535172,165.9865899,118.5781078
01-02-2018,199.228,208.7910459,260.390871,277.61114,242.9062387,252.9561686,198.0219006,141.4570832,184.6690623,210.5914608,210.5497109,177.3971096,231.9621293,143.8546994,222.6596906,223.9466841,175.2410464,205.7606687,228.2194261,154.6581307,120.7244588,167.0394791,120.1366108
01-03-2018,199.966,209.4330474,261.3115445,278.5309828,244.9936706,253.3790349,197.8619087,141.748415,184.3639238,210.6094761,211.0258921,178.6463774,232.840049,144.1625064,223.2081087,224.7047764,177.1820048,206.4437,229.1530012,155.3507598,121.6303629,168.7377883,119.7644847
01-04-2018,200.661,209.9293377,261.0202673,279.5434998,247.9032145,254.3207893,197.4300602,141.7448919,184.8037331,211.8811778,211.9197486,179.3676141,233.2993141,144.3243969,223.5463171,225.0446237,179.1201315,206.8504437,229.651792,155.4315364,121.948811,169.7836201,120.0603468
01-05-2018,201.424,210.5715176,263.082031,279.4971996,251.3209095,254.6063001,197.6383965,141.8702041,185.1732031,212.8163725,212.8549913,180.5133624,234.4672124,144.9868173,224.0371016,225.2374959,180.4715167,207.5166527,230.6529942,155.8579068,121.9524796,169.7048434,120.3720111
01-06-2018,202.239,211.2266169,264.6356681,280.3719997,252.6549928,255.6647939,197.9653768,141.8622207,185.3177591,213.5218119,213.5741118,181.3336323,235.7622667,145.400661,224.6103256,225.5418753,182.3214554,208.8539431,231.3532933,156.2926909,122.0229488,170.1797963,120.7030922
01-07-2018,202.91,211.7901997,266.3375079,280.9484748,252.6342213,255.4839101,198.0572558,141.9450397,185.6910208,213.7395628,214.4797407,182.2873755,236.7452556,146.0714437,225.3009008,226.2053417,184.252205,209.8871713,231.9767982,156.8065335,122.1656567,170.602776,121.6513168
01-08-2018,203.656,212.2491518,267.2682001,281.9338412,250.9886731,255.5518088,198.745695,142.5456079,186.068267,214.2465294,215.3423865,182.5726608,237.2290093,146.6691772,225.8765902,226.7670586,186.4622795,210.8898116,232.4644532,157.3600398,122.8401583,171.4287801,122.3935884
01-09-2018,204.313,212.9539561,268.9297776,282.07353,250.4368716,255.3798026,199.4683306,143.2827585,186.7105265,214.8959378,216.2752269,184.257887,237.6044538,147.4730453,226.5966335,227.4292682,188.0394498,212.0709496,233.0973671,158.028226,123.4553102,171.8540271,122.7269045
01-10-2018,205.079,213.6402202,268.2549598,283.069931,250.2346051,255.8981269,200.1957796,143.7888069,187.3925659,216.2001533,217.06538,185.9637497,238.2554855,148.2265246,227.3128705,228.1756625,189.5284335,212.6861701,233.7984262,158.6493279,124.0666558,172.3762372,122.8549189
01-11-2018,205.652,214.06865,267.2476338,282.8007827,250.3458547,255.8986731,200.7313241,144.1217264,188.5865125,217.064171,217.4554005,187.4558964,239.4391951,149.0652176,227.5873994,228.9335024,190.38236,213.4690394,234.1926341,159.4529821,124.476536,173.2040813,122.8401701
01-12-2018,206.142,214.4456412,265.0604121,283.9439253,250.2809553,255.659828,201.2108207,144.1218067,189.6135457,217.2499066,218.2111787,188.4204805,240.4302611,149.7838231,227.8603653,229.2279287,191.3435169,214.0311365,234.7245755,160.1223524,124.7243437,173.8681689,123.2344455
01-01-2019,206.535,214.5606375,263.8887835,282.896493,250.094146,255.2529436,201.4831401,144.0013196,190.7266477,217.4583781,219.0201609,189.0780061,241.4290905,150.1255545,227.8919534,229.9059932,191.604696,215.6188203,234.9703424,161.1777756,125.2289859,174.7256267,123.1580336
01-02-2019,206.86,214.675867,263.5055699,282.371028,249.4882043,255.8843184,201.9037079,144.2568332,191.0568851,217.3379055,220.4779334,189.5795014,242.2076581,150.6454644,227.8697538,230.4002975,192.3523163,216.9862822,234.727259,161.1865831,125.3299285,174.3562675,123.7361363
01-03-2019,207.08,214.4451998,263.7646248,281.8179276,248.3575671,255.9987307,200.8653623,143.8837237,189.8511794,218.3633181,219.6567956,189.6119474,242.9238354,150.8095873,227.6292516,230.6145158,191.683736,217.3638096,234.6145856,161.5013479,125.3651229,174.7756802,123.9029517
01-04-2019,207.533,214.7581526,265.0291696,282.8649869,247.3095065,255.5221023,200.6740872,144.1697737,189.7139263,219.6387752,219.5763575,190.0078331,242.5265846,151.4573291,228.0080792,230.8654945,191.7533018,218.1959762,235.3299548,161.9221122,125.8401162,174.4666051,124.2513038
01-05-2019,208.15,215.1809722,265.1122935,284.2658383,247.7389583,256.9104661,200.6908075,144.0968036,189.7738323,219.9627402,219.9729699,190.4725616,242.3023772,151.6252833,228.4053977,231.4665131,191.9057467,218.0765189,235.8983897,162.6547445,126.5736548,175.4963397,124.6429916
01-06-2019,208.644,215.5917514,266.2966865,284.0556639,249.1369319,258.4862375,200.5907738,144.342103,189.9452391,221.3391816,220.4508448,191.3777582,242.1258478,151.9412481,228.5733542,231.9768578,192.0823852,218.4990337,236.536018,163.1002311,127.1442581,176.3538331,124.8685722
01-07-2019,209.249,216.0312179,266.2190396,283.9151627,251.1338941,260.2627432,200.2811892,144.4572655,190.5087755,221.9027444,220.8640381,192.5244209,242.9651768,152.0087733,228.9944716,232.266321,192.6369807,219.1407514,237.6949352,163.7833917,127.3221438,177.3987755,125.446184
01-08-2019,210.023,216.6450552,267.0049583,284.8858479,253.0903431,261.3152213,200.9144426,144.6456212,191.1227057,222.6913215,221.641911,193.8041958,243.9273314,152.640317,229.4908595,232.9479774,192.3734635,219.8329659,238.5015908,164.410985,127.4224368,178.18261,125.9259231
01-09-2019,210.836,217.517212,267.0269585,286.9422342,255.2228226,262.7227287,201.5061928,144.0119846,192.3755509,222.5088338,222.9493526,195.2037829,244.9319915,153.3616047,230.2169076,233.6647119,193.3137705,221.3277643,239.5367475,165.2285513,127.8568182,179.2337457,126.761039
01-10-2019,211.729,218.567462,267.711811,288.8575719,256.9649158,263.4643508,202.2467714,144.1215677,192.9596913,223.807356,224.5243139,196.8681668,246.2046872,154.5089937,231.2827583,234.9724713,193.8470746,222.9321325,240.4150202,166.1917614,127.9171026,179.9371663,126.9135017
01-11-2019,212.771,219.6751976,269.3015498,290.7703459,258.8963523,266.4311045,202.4286522,144.2221644,194.1873355,225.5580377,225.782237,198.6901182,247.125635,155.3761208,232.3458314,236.1491722,195.5788359,224.2936839,242.12558,167.5965225,128.3183392,180.1510815,127.7660411
01-12-2019,213.938,220.7696241,271.4309898,291.8453076,261.0071256,268.2274665,203.1431678,145.0893987,194.8287068,227.1315071,226.7564803,201.0345015,248.1848466,155.9482513,233.428621,237.0461554,196.5650549,225.5761955,243.8903963,168.5336201,129.0029952,180.8105376,127.6482253
01-01-2020,215.031,221.5124292,272.544458,292.831509,263.2532096,269.1243316,203.4636238,144.6609292,196.0415804,227.5072712,227.5802951,202.591777,248.6955614,156.9015448,234.0780798,238.2838602,198.1700854,226.578733,245.5565918,169.2430851,129.5750709,181.392982,128.5327663
01-02-2020,215.897,222.3518526,273.2372056,293.0334968,264.6165637,268.0104069,204.9670165,145.2894651,196.1111546,228.0336449,228.2928897,204.1813476,250.6438422,157.6614468,234.7419658,238.9417775,199.5632059,228.0783209,246.5045848,169.9136458,129.9370574,183.5360194,129.5009324
01-03-2020,216.457,222.6875709,273.2748778,293.4869309,265.3224906,268.5517738,204.7494162,146.0765713,195.233864,228.7043723,227.6464955,205.1834359,251.5796391,157.8008208,235.0951013,239.3281263,200.2374855,229.5795132,246.1324986,170.3225704,130.3489584,184.0046131,130.2941666
01-04-2020,216.858,222.7562704,271.472348,293.7288139,264.7538987,269.5399961,204.6079118,146.0869834,194.9032426,228.7837989,227.8281498,206.7077564,252.2124338,158.0733148,235.0311785,238.7981278,200.7094637,230.5829268,245.3469169,170.9497042,130.2358001,185.4429382,131.4771606
01-05-2020,216.999,222.5356875,270.3985337,293.6077563,264.1951576,269.5305395,204.0837495,145.9143762,194.8286113,228.9129753,228.0902474,207.2291488,252.006645,158.0616385,234.7100196,238.7756831,199.9651289,230.6506783,245.6841369,171.3936332,130.085143,184.8912751,131.5273213
01-06-2020,217.577,222.8627354,270.1473253,294.5932994,265.363055,271.0994502,204.1835725,145.0576231,195.3279616,228.8216654,228.8818651,208.0837021,251.3224576,158.4563691,234.7398718,239.4880673,198.3084756,230.7614306,246.3905286,172.1291104,130.8672607,185.5749866,131.3209346
01-07-2020,219.287,224.9082138,273.2966011,298.7724326,268.8577255,274.340793,204.7634067,146.2456236,196.2932905,231.5525925,230.2260807,209.909673,252.4405122,159.2414913,237.179191,242.3336878,198.8251903,231.660655,249.5437763,173.4060657,132.3896027,186.4498087,132.1581586
01-08-2020,222.26,228.3740524,278.486415,304.3773262,274.9808778,281.3648421,208.0351525,148.3413815,198.8802731,235.3658927,233.3231341,212.6135459,255.1566487,160.445836,240.9230218,246.1362914,201.1586292,234.4498609,253.2665177,175.3588321,134.0896826,188.4605569,134.5432136
01-09-2020,225.723,232.2547493,284.2417926,309.1524428,281.6375858,287.9350545,211.7598048,150.7072491,201.8611561,239.9188941,236.5268397,217.4258091,258.4622356,162.5001882,245.0190547,250.0154144,203.6649895,237.6179076,257.9001936,177.7802035,135.9920196,191.2702086,136.5429591
01-10-2020,229.649,236.4334232,289.8554519,313.5124424,287.4913374,294.5728879,216.0630251,152.6214432,205.7337086,245.024043,240.6527633,221.9814628,262.9236484,165.0064496,249.3993693,253.898765,206.3977718,241.9322944,261.9152878,180.7743788,138.0897233,194.239192,139.3313226
01-11-2020,233.218,240.1692602,293.7821089,317.5608506,292.2893389,299.7692588,220.5939993,154.1460742,208.608702,249.364365,244.4507423,226.4070803,266.9682615,167.6154393,253.3773386,257.1437744,209.1420377,245.8515727,265.5803829,183.524038,140.1138994,196.781445,140.6391166
01-12-2020,236.542,243.622301,296.8838522,321.7620099,297.0566964,304.0557378,224.2824983,155.6310154,211.6667465,253.3993595,248.2348614,230.5467395,271.3896034,169.9793954,256.9587794,260.0249421,212.50863,250.1816699,268.6972125,185.742702,142.0768993,199.146165,143.0035752
01-01-2021,239.68,246.7416342,300.6759766,325.2090186,301.4498706,308.4188105,227.6431252,157.114771,214.5409026,256.7236212,251.1340733,235.3024715,275.2770372,172.1532812,260.260191,262.8972686,215.9601471,254.2713965,272.2529466,188.372662,143.8972987,200.8266035,144.2952758
01-02-2021,242.428,249.5567702,303.3887268,328.4835871,306.6102995,314.0697123,230.3261878,157.9013192,217.7291308,259.4726388,254.6700849,240.1353945,279.0043121,173.6668857,262.9063231,265.0304777,218.5238499,257.9615295,275.3397346,190.4815782,145.3212798,202.6038622,145.620791
01-03-2021,245.541,252.7337635,306.2657375,332.58688,313.1004961,319.7847248,232.3994142,159.2882471,221.4577245,262.7084986,258.4697878,246.5119239,283.1054077,175.6361386,265.9554159,267.487846,222.0055806,261.5135591,279.467794,193.9769126,146.3541776,204.0069151,147.041165
01-04-2021,249.125,256.2582884,311.590327,336.3713307,318.8779893,326.8361643,234.8201651,160.6558051,225.6878908,265.435542,262.3709795,252.8338439,288.3333897,177.7111931,269.3788459,270.4678586,225.8139891,266.1500192,283.7002474,196.9104651,147.9198806,206.219099,148.8783582
01-05-2021,253.419,260.5221825,318.751211,342.7119621,325.3604119,334.794191,237.5957855,162.1328967,230.4101998,268.1641919,267.3528506,260.2791146,293.8502345,180.8967856,273.5985282,273.2307858,230.8647657,271.9695954,288.1452899,200.5258007,149.9281503,208.3448559,150.4691412
01-06-2021,258.246,265.3212396,328.6737966,349.1162633,331.7325617,343.5264747,240.2599659,163.6173329,236.2651409,270.9176956,273.3660831,268.2932849,301.5399892,184.6210564,278.1490623,276.1676761,237.2884144,279.9479896,293.4294129,204.6514565,151.865553,210.6329012,152.8495543
01-07-2021,262.616,269.6962841,332.6820207,355.2949144,337.4819,350.3395878,242.4260177,165.0788186,242.2854945,274.6349223,278.8608274,277.4966197,308.7655107,188.7288447,282.5321249,278.6666254,243.024763,287.714855,298.0881799,209.3799775,153.6636837,212.9706599,153.8085684
01-08-2021,266.582,273.247618,337.6073154,360.4850126,342.1523233,355.2849579,244.5877996,166.7160867,247.5929436,276.9614451,283.4178452,283.0425012,315.7558693,192.7160142,285.739751,281.0225773,248.4526715,294.8563766,302.1482997,213.1891955,155.1517402,214.6143553,155.2717485
01-09-2021,270.166,276.7019804,340.6980646,365.9894146,347.5343931,360.3174351,246.6120442,168.2762054,252.3661758,280.3028405,286.8120106,289.11243,323.3432663,196.6961681,288.9733581,282.4926087,253.7860162,303.1041174,304.935036,217.4218025,156.5238884,215.9534107,156.1724354
01-10-2021,273.546,280.2819064,344.0076524,372.2437887,353.2490171,366.647298,248.678861,169.8956762,256.5692847,282.1372451,289.8235718,293.7760241,330.6561173,199.7475897,292.4664549,283.6863976,258.7613996,309.8059869,308.50106,221.5416623,157.857342,216.7825469,158.1545196
01-11-2021,277.262,284.2992668,348.0375598,378.4801461,360.7507354,373.9289612,251.1885929,171.932549,261.3116876,283.2403341,293.8309167,299.6889164,338.355505,203.2947063,296.2878145,285.7510961,262.8984936,317.4035284,312.0263081,225.5588047,159.3577313,218.8735501,159.9263174
01-12-2021,281.486,289.002145,353.7453464,383.8799513,368.8593265,383.4540793,254.4831047,174.4963289,267.1776559,287.7246504,299.0995561,306.0443848,346.0185291,207.1142012,300.8264634,288.0533247,266.9357194,324.1838479,317.2178991,230.2299299,161.5244631,221.8052762,162.0778674
01-01-2022,286.172,294.0082158,364.3012656,390.323803,376.3167865,393.0697808,257.4526624,176.4341074,273.7136389,291.1356343,303.8897702,312.5930075,352.990384,211.2528023,305.9229221,292.66765,272.9603661,333.1766799,320.699376,234.8877203,163.5408725,224.7610767,164.2289582
01-02-2022,291.242,300.4820327,372.8072882,401.0768898,388.333129,405.6032139,261.6160955,178.8722739,280.845506,297.4239452,311.59432,319.4552914,362.5359223,215.689083,312.411888,296.9141147,279.0112517,342.6136628,327.7603778,239.7933749,165.5294438,226.9079739,166.3402367
01-03-2022,296.512,306.3495238,379.4039537,409.4013771,399.3612957,413.8032437,265.2494486,179.8473655,289.5333637,301.3024392,319.440984,326.4994422,373.96605,220.8910538,318.0181932,301.6933476,285.3342154,352.9365554,333.2042526,244.7698683,168.6368993,229.2100535,168.6417748
01-04-2022,300.584,310.5246525,381.663706,414.3666192,401.4633864,418.8021135,269.401034,181.4597838,295.513493,305.2623843,323.7357533,331.8893501,384.2600811,224.5785337,322.2560719,304.4840749,289.9544344,361.9766392,337.4835485,249.2923424,170.267839,231.3724018,170.0826326
01-05-2022,303.704,313.6032271,384.0176573,417.6656215,400.8361482,418.9530409,272.6702769,183.0561398,300.8339535,309.7923362,326.1553765,337.2298071,393.3193119,228.4019248,325.3854581,306.2712051,293.8624913,370.3185274,337.6162514,253.4797829,171.5223796,231.9591855,171.3708416
01-06-2022,304.468,314.4945201,380.8241848,415.7617296,394.9249657,416.6816453,276.0974167,184.9015598,302.256768,311.1151122,325.6949852,338.8685012,400.383494,230.2572942,326.2458974,305.8255683,296.4370595,377.7529377,336.0551538,256.6570542,171.3161278,232.1871752,172.0176046
01-07-2022,303.505,312.735034,367.9162193,410.4177587,386.3739157,407.7897713,276.0926811,185.7779066,301.589181,311.0361452,321.9485364,338.9784044,406.1672834,231.6102046,324.4666727,304.6329305,295.5968587,379.1809629,332.8550257,258.5396324,170.8740842,231.9640985,172.7963225
01-08-2022,301.029,309.1210391,356.2402828,403.7140942,375.9745601,400.2930681,275.8725858,185.4576862,297.2141778,308.4451529,317.2342977,330.8426756,405.3794136,231.2481216,320.6801116,301.8626296,291.5235436,377.8120863,327.8579809,258.4821024,170.0711623,230.9467316,173.1390307
01-09-2022,299.006,305.9222741,348.6278464,398.5502127,369.43275,394.4781355,274.4735125,185.0119501,293.4158202,305.0133958,313.5426493,325.3151921,402.5030866,230.2118268,317.4427631,301.0439157,286.4394132,374.867457,325.5921349,255.8942835,169.0023882,230.0485781,172.729169
01-10-2022,298.612,305.005533,346.3511594,397.5374851,369.3361171,394.0464572,273.7644132,184.9137599,291.4176689,303.7355217,312.9908773,321.9216201,399.9662361,229.4783669,316.5723548,301.004573,282.9478218,373.3378971,325.2872952,254.6158572,168.842482,229.4429413,171.9162773
01-11-2022,298.332,304.2246541,343.0665716,395.851975,366.2690415,392.4577119,273.7190819,185.3699024,290.3327262,303.0404458,312.0849942,318.8220065,400.7326971,229.2083303,315.9198908,301.1937857,280.2135482,371.178631,324.4981999,254.0175615,169.2033081,229.4664641,171.8400814
01-12-2022,297.628,303.0860766,339.3864821,394.5587059,362.550545,389.8591397,273.4804356,184.7795398,288.7757539,303.0625998,310.1316811,315.490916,401.113234,228.7579886,315.004044,300.6173097,276.5860567,369.6135647,320.9182344,253.1717621,168.8690503,228.8685231,171.8832363
01-01-2023,297.43,302.4005649,336.4981911,394.516772,357.5297494,388.0956946,273.6633708,185.1546088,287.7564955,303.6514638,307.4378737,312.8796391,402.2059408,229.1105887,314.7082059,299.9892746,274.1781856,368.5737795,318.9948671,254.1643831,168.9456306,228.7044619,172.5096652
01-02-2023,297.739,302.2587187,335.1517562,395.9416728,352.4068028,388.5721323,273.7328352,185.6360457,286.6748919,303.9851268,308.0170444,313.1159158,402.4434355,230.0626551,314.7209864,300.3768849,271.8191084,369.334142,317.2204955,254.5075401,168.3466564,228.2302899,173.0329695
01-03-2023,298.796,303.2329991,336.303219,397.1315709,349.8046478,391.2075117,276.0885244,187.5021121,286.1976793,303.7113609,308.0235565,311.8924558,403.259755,230.9417597,316.1596669,300.9940231,271.0087949,370.260735,317.7234094,256.47578,170.6347409,230.1330078,172.4222727
01-04-2023,300.262,305.2294213,338.4429607,400.4494908,351.2328557,394.6602986,278.4204207,188.9167456,286.8468432,307.7823727,308.6518275,311.5746153,404.181243,232.3653743,318.5229731,302.7902075,270.8140341,370.9242567,319.6531583,257.8789013,172.0902642,231.2206664,174.9344944
01-05-2023,302.489,307.9946889,341.1816241,404.3438103,355.3365145,400.1316626,282.0702508,191.2337682,289.200293,310.1581841,310.0366685,311.179359,406.7971583,233.2868834,321.7171978,305.7795499,271.0647811,372.712513,320.4037387,259.085413,174.6378169,232.567638,177.772968
01-06-2023,304.343,310.5259328,343.5483259,407.4477598,359.9910969,405.1751442,285.440847,192.4899235,289.6154184,313.627093,311.2139924,312.9409611,409.8605911,235.0467736,324.4097856,307.4749344,271.963784,373.9341292,321.5745082,260.8428739,175.102619,233.5650485,178.9001436
